document_id,clean_text,sentiment
11,"Greetings again from the darkness. Read the book and see the movie. The order doesn't much matter, as David Grann's best-selling non-fiction novel is an incredibly emotional read, while Martin Scorsese's film is an example of elevated filmmaking. Of course, it's understandable if a book detailing a repulsive historic travesty is not your cup of tea, or if a three-and-a-half-hour movie on the same subject holds no appeal for you. However, if you are up for the challenge, both are extraordinary works of art, though surprisingly, quite different experiences.Oscar winner Scorsese worked on the script adapting Grann's novel with Oscar winning screenwriter Eric Roth (FORREST GUMP, 1994), and Scorsese has stated Leonardo DiCaprio encouraged some changes in perspective. Scorsese also spent a great deal of time with Osage folks making sure to gain insight on how to properly tell their story with all due sensitivity and respect. And what a story it is. While reading Grann's book, I remained in a state of disbelief that this tragic story from the 1920's was not common knowledge. In contrast, I felt the telling of this story in the movie, softened the edges just a bit.Oscar winner DiCaprio stars as Ernest Burkhart, a man returning to town after serving in WWI. Ernest is a simple man, and DiCaprio plays him with a SLING BLADE jaw line and a constant state of being a half-step behind goings on. He's not a total sap, but close enough that he can be manipulated. This is especially true when it comes to his rancher Uncle William King Hale played by two-time Oscar winner Robert DeNiro. The two men are related but seemingly share no other characteristics. ""King"" is a master schemer who has spent decades cultivating a relationship and image with the Osage, only to secretly take advantage of their trust at every opportunity. Ernest is a self-described lazy man who 'loves money', though he has little interest in earning it the hard way.There are multiple relationships that are crucial to follow closely. Ernest and his Uncle, Ernest and his Osage wife Mollie (a brilliant Lily Gladstone), Hale and the Osage, Federal investigator Tom White (Jesse Plemons) and everyone to whom he speaks, and then the network of interactions between Ernest and the locals. The long roster of characters jumps in numbers again during the final act, which offers a courtroom drama and interrogations that deliver the conclusion. It's the first act where Scorsese portrays the dramatic shift from the ""old"" Osage culture to their staggering newfound wealth. Of course, at the core of all of this is the despicable scheme used by Hale in a heartless strategy to steal the wealth. For those who haven't yet read the book, it's best if no more of the story is known prior to seeing the movie. One thing that can be disclosed is that this true story proves the exception to ""them with the gold make the rules."" This was also the first case of the newly formed FBI under J Edgar Hoover.As always, Scorsese has assembled a deep supporting cast to complement the stellar leads. A few of those playing key roles include Tantoo Cardinal, Gene Jones (the coin flip clerk in NO COUNTRY FOR OLD MEN), John Lithgow, Oscar winner Brendan Fraser, Cara Jade Myers, Jason Isbell, Jillian Dion, Scott Shepherd, William Belleau, Sturgill Simpson, Ty Mitchell, Tommy Schultz, (personal favorite) Barry Corbin, Pete Yorn, and Jack White. With apologies to Jesse Plemons who is solid as Tom White, it's the three leads who captivate us. DiCaprio turns in what is likely his best ever performance, while DeNiro eerily captures the sneaky and devastating evil of Hale (and we get a nod to his Al Capone role from 36 years ago). What can we say about Lily Gladstone? She was a standout in CERTAIN WOMEN (2016), and here she is the heart and soul of the story (though DiCaprio's Ernest gets much more screen time). Her expressive eyes convey so much, even when she speaks no words.In addition to the talented cast, Scorsese's technical group is just as outstanding. Cinematographer Rodrigo Prieto (BROKEBACK MOUNTAIN, 2005) perfectly balances the vastness of the setting with the intimate moments. Production Designer Jack Fisk (THERE WILL BE BLOOD, 2007) delivers the look and feel of the times, while three-time Oscar winner Thelma Schoonmaker works her magic as an Editor to create a manageable flow of this epic. The film's score, expertly tied to the story's measured pacing, comes from Robbie Robertson (longtime leader of The Band), who passed away soon after. There is a Scorsese cameo, and I left the theater thinking how usual it is to find a movie so ambitious in scale, yet so intimate and searing in its personal moments. Some may find the larger story a bit difficult to grasp, and that's likely due to our humanity and desire to believe in the non-existence of this level of evil.Opens in theaters nationally on October 20, 2023.",positive
12,"I really loved this movie but it simply was way too long. I like long movies, I like slow cinema but there is still the concept of economy or story telling. I wish he would allow himself to ""kill his darlings"" and cut like almost an hour out of this. One of his justifications is that people ""sit and binge tv shows for 4-5 hours"" but it's not at all the same. The form and structure of television and film are completely different, he knows that. It really just feels like self indulgence because he's at the end of his career and nobody is going to tell him no. Self indulgence is the death of a lot of great artist once they find success. Particularly Scorsese, all of his most respected films (maybe with the exception of casino) even if they had a slightly longer run-time were completely trimmed of fat. Every shot, every line has a point in advancing the plot and was very economical. This adaptation felt like it made all the mistakes of adapting from a novel to film. I would absolutely love an edit of this film that is maybe 2 hours long and could easily been done. It would have been more emotionally impactful, interesting and still honored the story and the people it was about. The Osage, which was definitely the most interesting part of the film. But gets swept up in a stale courtroom drama that we've seen a million times and could have been a couple of short scenes.",positive
13,"This is my fifth??? Martin Scorsese movie, so I was expecting to like it since I liked/loved most of his other works. My verdict: yes, I really like this one too. I have to note that the cinema I watched it in had a pretty bad sound system and a few times I couldn't hear characters whispering. So I might rate this even higher on a future rewatch, hopefully on Apple TV soon.Killers of the Flower Moon is based on a book, which is based on a true and forgotten story of the Osage Nation in the 1920s.All the cast members really did great, which is an understatement. This is the first I see of Lily Gladstone, and she's just superb. Leonardo di Caprio, my favorite in this movie, is at the top of his game as well, and Robert de Niro is unsurprisingly amazing too. Despite a three-hour run, the story feels well-paced and doesn't really drag much. The story is also really distressing in some parts as well and this might be his most brutal film yet. I really cannot forget it, some of those scenes are still stuck in my mind and still makes me feel a bit emotional. I also love the minimal use of score, makes things feel more...I dunno...raw?I also love the ending, very creative. I highly recommend for you to watch this.",positive
14,"Oil is discovered under Osage Nation land in late 19th century Oklahoma. It's 1919. The oil companies have moved in and Osage people are some of the richest folks in the world. All that wealth attracts a lot of workers, capitalists, criminals, and general scammers. Everybody is looking to get a piece of the Indian oil pie. War veteran Ernest Burkhart (Leo DiCaprio) returns to join his brother Byron and his uncle William Hale (Robert De Niro). William has become a wealthy leader of the town by having his family and friends worm their way into the native community. He is known as King Hale and has ingratiated himself into the tribe. He directs Ernest to woo and marry Mollie (Lily Gladstone), a shy and sickly native woman.I put off watching this for as long as possible. I don't want to spend three hours watching evil people stealing from helpless Indian folks. As I started watching this, a phrase pops into my mind. This is ""stealing candy from a baby"" and it's not a fun time to watch it over and over again. It's a tough watch for two hours. I find myself stopping or just multi-tasking with my iPad. When the FBI shows up, this becomes a tradition howcatchem and that's a little bit more watchable. I don't have to stop anymore. This would be a great two hour mystery movie with the FBI. Martin Scorsese probably wants the native characters to have more time. He is not shy about making these characters evil. Leo is doing something like Brando and I don't like it. It seems much more fitting that he be handsome Leo so that Mollie would be powerless to his charms. As for Mollie, her cluelessness is rather frustrating. There is no denying Scorsese's filmmaking mastery or his sincere intentions. The first two hours are a grind, but it is still a rewarding watch.",positive
15,"Not the masterpiece I was expecting mainly because the leisurely pace overshadows all the good qualities. ""Killers of the Flower Moon"" is a tragic nonfiction murder tale that I was really looking forward to. My expectations were high, especially after Martin Scorsese's passionate rants about what qualifies as cinema. From a technical standpoint, almost every aspect of the movie was excellent. The visuals were stunning, the story had good intentions and emotional depth, the dialogue was well-crafted, and the acting was top-notch. Lily Gladstone truly shone in a cast that included Leonardo DiCaprio and Robert De Niro, so it should have been a great film, right? However, there was absolutely no reason for it to be 3 hours and 30 minutes long. It felt like a real chore to sit through.The movie had a slow pace, which would have been fine if it were around 2 hours long, but for a nearly 4-hour runtime, it simply wasn't engaging enough. I know that film enthusiasts and Scorsese fans who believe superheroes ruined cinema will likely praise this film, but as a regular moviegoer, it didn't resonate with me as much. Some people even walked out during the screening, but I stayed, hoping the movie would pick up later on. It got to the point where cinema staff had to wake up some people after it ended. The movie could have easily conveyed the same emotional depth and told the entire story in just 2 hours.DiCaprio plays a villain, and although the extent of his villainy is slowly revealed in parts, De Niro is the mastermind behind the plot. There is some humor, the kind that might be frowned upon today but was likely just everyday conversation in the 1920s. The film had selective subtitles, and while more subtitles would have been helpful, maybe they didn't add much context to those scenes.The movie lacked liveliness, high points, and because of that, it failed to engage the audience. While Leonardo DiCaprio and Lily Gladstone were standout performers, I mostly remember DiCaprio for how much he frowned, second only to Karl Urban in ""Dredd."" I wasn't expecting to see a spanking scene either. The rest of the cast's performances were decent but not particularly memorable.The film felt flat, with no real climaxes or peaks. It likely rides on the reputation of the big names associated with it. It's a profoundly emotional and tragic story, but the movie's extended runtime and lack of engagement overshadow the sadness and brutality of the narrative.",negative
16,"As the title says, I believe this is one of the best movies we have seen in many years. To start out, the acting is just incredible with DiCaprio, Gladstone and De Niro all at the top of their game. I was very hyped for this movie and I wasn't not disappointed. Despite the 3hr 20m runtime, this movie goes by in an instant. You could watch it 3 times and it would only feel like you'd watched the original runtime. The score, the acting, the story, the cinematography, the writing, the directing, it's all absolutely masterful and incredible. I would one hundred percent recommend this movie to anyone.",neutral
17,"Martin Scorsese has produced a lot of all-time great films. Lately he's made overhyped and under-edited time wasters.The history of the willful execution of the Osage people to swindle their oil wealth is an important tale to tell. With incredible actors to tell the tale this should have been a masterpiece. It was with this in mind that I was extremely excited to watch this film.Instead Scorsese's inability to make proper cuts to his films (see The Irishman) makes an otherwise well told story a drag. Good moviemakers know how to compress good books to fit a two to two and a half hour window. He seems to have lost this ability and the result is too many redundant scenes that are repeating the same dialogue.This is especially the case with the constant manipulation between De Niro and DiCaprio, both of whom put in captivating performances even if they are inappropriately cast as characters that are supposed to be decades younger. Multiple scenes between the two could have been removed with only positive results.The ultimate conclusion to this film is predictably clear after about an hour, yet it takes well over two more hours to get there leaving much of the audience exhausted and disinterested by the end. This is such a disappointment and a disservice to this subject that I actually felt anger towards the director instead of the people who perpetrated such atrocities against the Osage people.",positive
18,"Killer of the Flower MoonThe film tells of the Osage Indians, who after finding oil in their land, are riddled with mysterious deaths within their close knit community. Focusing on the lives of Mollie Burkhart and her family, the film pieces together a slow but harrowing awakening of a small family built under false pretense.Okay, shocked how well paced the film is.Interestingly, it took an different approach to the maximalist and ""Hollywood"" styling of Oppenheimer - a film I personally hated. It's just very direct and slowly build its story up.It opened talking about how and why they are killing, how the White men of Osage is hateful and would use everything to get above the ""unworthy"" Indians - not so much glamorization just pure unadulterated hate.It slowly quivers into much more sinister murders while it posits that the Osage's does know that they are targeted. In addition, the film posits that the Osage's are also a victim of new found wealth. A bunch of them where not in particularly great shape NOR does any take action (sans Mollie) with growing deaths in the area, which is a neat commentary to compliment the deadly ruthless ness of Hale.The way it told the story reminds me so much of Edvard Munch (1974). Its pretty precise and almost documentary-like fashion. The details are direct yet substantial. And given that this is a true crime film, has elements that is both ""Anti-Suspense"" and ""Anti-Western"" that worked tremendously AND compares quite nicely against Marty's flashier fare.And all and all, it just hits perfectly without being too much and also commenting fully on all sides. Everything was particularly fleshed out for your judgment. Its clearly for the Osage BUT is willing to show the problems on their side too.The only real negative I would say about the story is how they handled Molly and her husband plight. They were somewhat trying to make it a story of love crossed against his Uncle's wishes. I wish they took a harder stance in his overall portrayal. That man did not love that woman - just from what the screen shown.In addition, I think Scorsese was not particularly confident in portraying her. She was fully supporting all throughout the film AND that felt like sad for a film ABOUT the Osage Indians.Performance-wise, even with a less screentime - Gladstone ate the scenes she was in. Her simple but effective presence gave depth in a character that is shoved behind the scenes. Sadly, I think the Oscar's would surely bump her down to supporting BUT she deserves that win. Di Caprio and De Niro is subdued AND wonderful in respective role. Plus points for De Niro's pitch perfect accent work. Very consistent to be honest.Also, I particularly love how the sound in this film is mixed. Lot of silence in this one BUT compliments the slow burn element of the film.Highly recommended BUT has some flaws.",positive
19,"First things first. There is absolutely no need for this to be 3Â½ hours long. It follows the story of the ambitious ""Ernest"" (Leonardo DiCaprio) who arrives at the Osage home of his venal uncle ""King"" (Robert De Niro) who encourages him to ingratiate himself with the wealthy, indigenous, population. He ends up meeting and driving the independent, no-nonsense, ""Mollie"" (Lily Gladstone) and after a while she starts to fall for his charismatic charms, they fall in love and marry. Though he does love his wife, ""Ernest"" proves to be a rather fickle and violent man who loves money more - and at the behest of his outwardly benign relative starts to implement schemes that will ensure the rights to the oil well heads move swiftly - and frequently brutally - to more ""suitable"" owners. This sudden spate of ""accidents"" and killings and the prudent action of the fearful local council alert the authorities in Washington who despatch a team of FBI agents led by the tenacious ""White"" (Jesse Plemons) to get to the bottom of things. Perhaps the ""King"" house of cards might now be becoming just a but precarious? DiCaprio is very effective here. He plays well a man who juggles internal demons and conflicts as he is cleverly manipulated by an on-form, slightly menacing, De Niro. It's Gladstone who steals the show for me, though. She plays the role of the decent and loving - but shrewd and savvy - ""Mollie"" strongly. As she starts to become a victim of her husband's avarice she exudes a sense of desperation that is both pleading and dignified and her struggle is potently illustrative of just how far the ""white"" man was prepared to go to get to - and keep - the money. The film is beautifully shot with a plausible look that helps generate for the audience a true sense of just how this outwardly genteel and civilised society was really anything but and the writing clearly interweaves the clandestine aspects of the the plot with the more noble ones. Perhaps sacrilegious to say, though, but at times it does really drag. I felt it could easily have lost an hour, condensed the story and immersed us more quickly in the characterisations and not really suffered. It's a good film, but it's not a great film and unlike Scorsese's far better ""Irishman"" (2019), I'm not at all sure I will rush to watch it again.",positive
20,"Some films warrant long runtimes. Epics like 'Lawrence of Arabia' or 'Das Boot' are both over three hours in length, and rocket along at a brisk pace, largely because of fastidious editing. The duration of both those pictures is necessary, one could argue, to tell their stories without sacrificing details, coherence or excitement. Then, there are films like 'Heaven's Gate,' which also has a runtime of over three hours, and is a bloated, self-indulgent and unaffecting watch thanks to director Michael Cimino's arrogant refusal to cut anything.Martin Scorsese's 'Killers of the Flower Moon' teeters somewhere between both camps. It has elements deserving of high praise, but is inarguably too long, with pacing, structural and narrative issues galore. Based on the non-fiction novel of the same name by David Grann, the film centers on Emmet Burkhart, a simple-minded World War I Veteran who returns to The Osage Nation, to the home of his uncle William King Hale. There, Emmet falls for an Osage named Mollie, who- his uncle tells him- is set to inherit much of her people's oil headrights. Meanwhile, someone is killing off the wealthy Osage in the area; and it looks like Mollie's family might be next.On paper, it sounds like a fascinating, exciting picture, with dashes of psychological intrigue. However, Scorsese's version of the tale is dour, swollen and predictable. Grann's riveting story is transformed into a formulaic meditation on moral corruption and greed, lacking any kind of suspense or momentum. Screenwriters Scorsese and Eric Roth cram too much into the narrative- namely too many characters and unnecessary scenes leading to redundant dialogue and vice versa. They have to scrabble to end proceedings neatly; which they don't do, preferring to hastily sum up events rather than let them play out.Had Scorsese and longtime collaborator Thelma Schoonmaker been more active in the editing booth, things could have been different. There are some brilliant sequences in the movie, in fact, the first third is engaging and intriguing. The mystery is successfully set up, the location established and the characters introduced, then things start going downhill. The pacing slows to a crawl for the remainder of the runtime; until the end, of course, when it rushes to its sloppy conclusion. Beyond pacing, there are some fundamental flaws editing-wise that are inexplicable, considering Scorsese and Schoonmaker's prestige.For example, seemingly important characters are introduced, then disappear for long stretches of time. Similarly, the fate of some characters is either driven home multiple times, or overlooked; leaving us in the dark. Furthermore, at times, cuts occur just as someone is opening their mouth to speak. All this- including the fact that the runtime could have easily been trimmed by forty minutes without negatively affecting the narrative- is amateur work; far below Scorsese and Schoonmaker's level.This is not to say, however, that 'Killers of the Flower Moon' is without redeeming elements. To make a film about cultural appropriation is always a just cause worthy of commendation, no matter its effectiveness. Scorsese should also be applauded for trying something new- although he fails to deliver a compelling or insightful story about the exploitation of the Osage people. The film doesn't explore the historical or cultural context of the Osage Nation, nor the psychological and emotional impact of the murders on the survivors.Scorsese and Roth's narrative also fails to challenge the stereotypes and prejudices that the white characters have towards the Osage, or the systemic injustice that they face. Their characterisation lacks depth or nuance, relying on familiar tropes and cliched attitudes. Had he focused on the perspective and agency of the Osage, rather than the corrupt, inept white characters; Scorsese could have had a masterpiece on his hands.Conversely, Rodrigo Prieto's cinematography is evocative and enchanting. It makes for a stunning watch, proving Scorsese's eye for visuals has not been blinded. Under Scorsese's direction, Prieto captures the beauty and brutality of the Oklahoma landscape astutely, while Jack Fisk's detailed production design lends proceedings authenticity and textural richness; which Adam Willis's set decoration and Jacqueline West's costume design only compounds.Moreover, the late, great Robbie Robertson's score is striking, bearing a resemblance to the work of Ry Cooder. Full of sleazy slide guitars and Indian chants, it complements the narrative perfectly. The inclusion of period-accurate songs also lends the movie a dose of realism, which- in the times of Baz Luhrmann, who insists on bizarrely using modern music in period pieces- is most welcome. The last project Robertson worked on before his death; his contribution to the picture acts as a powerful swansong.Leonardo DiCaprio stars as Emmet, alongside Lily Gladstone as Mollie and Robert DeNiro as King Hale. DiCaprio has the ability to turn in brilliant performances, but here takes a page out of the Daniel Day Lewis playbook: the most intense acting must surely be the best. DiCaprio spends the whole film frowning, scrunching his mouth up and completely overdoing his character's expressions and eccentricities. In the first third, he has a bit of range; though for the latter two thirds gives a tonally one note performance.As does Lily Gladstone. Initially, she creates in Mollie a nuanced and witty character, who can see through people. She doesn't suffer fools, and we find her both compelling and captivating. However, after the first third of the film, she becomes subservient, unquestioning and dull- and all this before there are medicinal reasons for her being, shall we say, slowed down. DeNiro, for his part, plays King Hale like an evil George Burns: manipulative, darkly funny and morally bereft. Anytime he's on screen, the film is a joy; he's the best thing about it.They are supported by a large cast of talented actors, some of whom do great work. Ty Mitchell is excellent as John, a poor man drawn into Emmet and King Hale's plans, who has more dignity then the both of them combined. Jesse Plemons does typically fine work as FBI man Tom White, while Louis Cancelmi is seedily slick as Kelsie Morrison, a stooge of King Hale's. On the other hand, the likes of Cara Jade Myers- as Mollie's alcoholic sister- and Brendan Fraser- in a thankfully small role as King Hale's lawyer- are both so miscast and over the top, they distract from everything going on around them.It's a sad indictment of a film when its central message was summed up more succinctly in a Dean Martin song (The Money Song) from 1948: ""Them that have it, get more of it. The less they need it, the more they love it."" Such is the thesis of the film: greed spreads like a plague, and the richer you are, the greedier you are. It's not original, nor is it profound: this very same tale was told much more impactfully back in 1959, in Mervyn LeRoy's 'The FBI Story.'At the end of the day, 'Killers of the Flower Moon' is a truncated adaptation of a great non-fiction book, overlong and devoid of any original or meaningful message. Despite its stellar cinematography, evocative score and a few powerful performances, Martin Scorsese's 'Killers of the Flower Moon' is an underwhelming disappointment.",positive
